c_custkey,c_name,c_address,c_city,c_nation,c_region,c_phone,c_mktsegment
8192,Customer#000008192,Q9QTXdVEeLbiSvoYT5K,MOROCCO  2,MOROCCO,AFRICA,25-426-768-5607,AUTOMOBILE
8193,Customer#000008193,f n3DCPKxc,EGYPT    7,EGYPT,MIDDLE EAST,14-119-423-9299,FURNITURE
8194,Customer#000008194,"2Q2GJh3TOEsZ 4R,pa",ALGERIA  3,ALGERIA,AFRICA,10-434-484-9934,FURNITURE
8195,Customer#000008195,FxJc00t8eeb8TdxR4,ALGERIA  4,ALGERIA,AFRICA,10-829-732-8102,MACHINERY
8196,Customer#000008196,tVIKuLki25Aj7qrMhCPBPIIR,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-307-411-6825,BUILDING
8197,Customer#000008197,tQbKT474dKAf,IRAQ     1,IRAQ,MIDDLE EAST,21-517-522-5820,FURNITURE
8198,Customer#000008198,kOOZz0jEl39KZf,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-472-647-6270,HOUSEHOLD
8199,Customer#000008199,p2gBoHA Y XkDjA,ETHIOPIA 0,ETHIOPIA,AFRICA,15-944-116-4300,BUILDING
8200,Customer#000008200,ZrX5fKll2yMN1NiH,ETHIOPIA 0,ETHIOPIA,AFRICA,15-712-529-8969,BUILDING
8201,Customer#000008201,zO57ivh 54hH,ROMANIA  1,ROMANIA,EUROPE,29-995-148-3806,MACHINERY
8202,Customer#000008202,pd7gHkZglWeOvsd7Y3z,UNITED KI1,UNITED KINGDOM,EUROPE,33-895-869-6777,BUILDING
8203,Customer#000008203,uXS3nUs,CANADA   5,CANADA,AMERICA,13-432-751-8196,FURNITURE
8204,Customer#000008204,jvE0qXGqfwIr9ELeFbH5de,JAPAN    9,JAPAN,ASIA,22-349-268-4883,AUTOMOBILE
8205,Customer#000008205,17qwpffGDdqb,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-241-221-1638,MACHINERY
8206,Customer#000008206,mEZCm82uPs0,ARGENTINA9,ARGENTINA,AMERICA,11-218-507-7405,AUTOMOBILE
8207,Customer#000008207,7eymm7ZCPS6mGHsyX,BRAZIL   6,BRAZIL,AMERICA,12-143-309-6874,HOUSEHOLD
8208,Customer#000008208,kNhs8wO,INDONESIA2,INDONESIA,ASIA,19-924-518-5793,MACHINERY
8209,Customer#000008209,"9,q4oa9ZaMh",MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-326-546-2871,MACHINERY
8210,Customer#000008210,eOhxE1,RUSSIA   5,RUSSIA,EUROPE,32-147-992-7188,MACHINERY
8211,Customer#000008211,Kj4mxmzt5F,FRANCE   1,FRANCE,EUROPE,16-788-529-9901,MACHINERY
8212,Customer#000008212,yINKEnhkJ54Zsd6bpJNR7,ROMANIA  6,ROMANIA,EUROPE,29-751-229-2942,MACHINERY
8213,Customer#000008213,yDhoXBPHZaGYCHn8rSN7SxPT,ROMANIA  8,ROMANIA,EUROPE,29-928-148-1507,FURNITURE
8214,Customer#000008214,o 0w4RzgQMszTfpa,ROMANIA  7,ROMANIA,EUROPE,29-514-904-5762,FURNITURE
8215,Customer#000008215,uL51 uzZeqqk,ARGENTINA8,ARGENTINA,AMERICA,11-384-164-8697,AUTOMOBILE
8216,Customer#000008216,O39u2se6tUf,INDIA    1,INDIA,ASIA,18-208-800-1561,MACHINERY
8217,Customer#000008217,FtIZIeyalKXJ,BRAZIL   4,BRAZIL,AMERICA,12-433-856-8012,BUILDING
8218,Customer#000008218,a9AxRYg,CHINA    5,CHINA,ASIA,28-135-175-7092,BUILDING
8219,Customer#000008219,anKybMqF3g6utTMjzd3yro,IRAN     7,IRAN,MIDDLE EAST,20-633-354-7575,BUILDING
8220,Customer#000008220,jkW4WN2hQ,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-115-952-7905,MACHINERY
8221,Customer#000008221,"rKl ,bxs9wFhcwgseM",MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-126-948-3422,HOUSEHOLD
8222,Customer#000008222,noksHcraH02MGAd,JAPAN    8,JAPAN,ASIA,22-650-902-4183,BUILDING
8223,Customer#000008223,gJhydPabs ,ALGERIA  7,ALGERIA,AFRICA,10-759-802-4699,FURNITURE
8224,Customer#000008224,wghjQRL5pncDwTYAEt03IUhF,ROMANIA  4,ROMANIA,EUROPE,29-236-255-9199,FURNITURE
8225,Customer#000008225,D7OsoyboPNZQYUobzFvu vYu,CHINA    6,CHINA,ASIA,28-935-452-5902,AUTOMOBILE
8226,Customer#000008226,S3T8HoZ0VedKXlAybh1CMtH,GERMANY  7,GERMANY,EUROPE,17-400-717-5808,BUILDING
8227,Customer#000008227,"vuBT,gAj0Eb ",BRAZIL   0,BRAZIL,AMERICA,12-182-435-9559,MACHINERY
8228,Customer#000008228,5hR4Ba6073MQiFzkz,CANADA   5,CANADA,AMERICA,13-121-565-7483,BUILDING
8229,Customer#000008229,ct4RWpTgcPkoaA0oIR8vwU,IRAN     1,IRAN,MIDDLE EAST,20-907-314-4362,MACHINERY
8230,Customer#000008230,tszYCFl6Cl,BRAZIL   1,BRAZIL,AMERICA,12-536-302-5225,FURNITURE
8231,Customer#000008231,czMej4fiRc61PJ3CpduVJ82,FRANCE   0,FRANCE,EUROPE,16-622-506-1750,AUTOMOBILE
8232,Customer#000008232,UrHcHIOjE,INDONESIA5,INDONESIA,ASIA,19-788-408-8633,HOUSEHOLD
8233,Customer#000008233,Ow7GMiqU,INDONESIA8,INDONESIA,ASIA,19-960-237-9239,HOUSEHOLD
8234,Customer#000008234,0FqQMzffG2PQWKDiZ,IRAQ     2,IRAQ,MIDDLE EAST,21-589-836-7932,AUTOMOBILE
8235,Customer#000008235,Tef3FpFclTOZhL6f,CHINA    7,CHINA,ASIA,28-656-591-3187,BUILDING
8236,Customer#000008236,5 NmBKGxTF,GERMANY  1,GERMANY,EUROPE,17-721-895-1096,HOUSEHOLD
8237,Customer#000008237,noccZV2l7PgTKC,EGYPT    6,EGYPT,MIDDLE EAST,14-995-931-8246,MACHINERY
8238,Customer#000008238,dlUGigKKs5ex,ROMANIA  3,ROMANIA,EUROPE,29-843-171-7035,BUILDING
8239,Customer#000008239,NVq93eF4Xuj5,GERMANY  8,GERMANY,EUROPE,17-231-864-1644,AUTOMOBILE
8240,Customer#000008240,aE waYpRRKm4r,CANADA   2,CANADA,AMERICA,13-136-314-5333,FURNITURE
8241,Customer#000008241,z02BZ3,CANADA   0,CANADA,AMERICA,13-446-595-3704,HOUSEHOLD
8242,Customer#000008242,cYDWDiJt06B8CYzXX,ETHIOPIA 0,ETHIOPIA,AFRICA,15-550-416-2361,AUTOMOBILE
8243,Customer#000008243,H48HGso8Xg77cYu52y,JORDAN   0,JORDAN,MIDDLE EAST,23-593-828-7550,AUTOMOBILE
8244,Customer#000008244,4FCmpLSp83ZC12kbSETvrJqU,UNITED KI3,UNITED KINGDOM,EUROPE,33-379-212-9708,HOUSEHOLD
8245,Customer#000008245,vBIav8,ARGENTINA4,ARGENTINA,AMERICA,11-931-950-5555,MACHINERY
8246,Customer#000008246,hUrK2Z r6S8adPUv,PERU     4,PERU,AMERICA,27-609-705-7755,MACHINERY
8247,Customer#000008247,"bYlmH,MRvvkr3GBxLVg",ALGERIA  4,ALGERIA,AFRICA,10-799-796-4125,MACHINERY
8248,Customer#000008248,kIpGOd9cHaae7EqLqnCy,EGYPT    5,EGYPT,MIDDLE EAST,14-263-973-6168,AUTOMOBILE
8249,Customer#000008249,"2oJNMnrFL,8W",INDIA    2,INDIA,ASIA,18-339-466-8445,AUTOMOBILE
8250,Customer#000008250,yNn3Fjoqs,MOROCCO  2,MOROCCO,AFRICA,25-232-235-8336,HOUSEHOLD
8251,Customer#000008251,BzueYMdnV AaxBqrPzfU,CHINA    9,CHINA,ASIA,28-325-866-2111,MACHINERY
8252,Customer#000008252,"T RPCQ,",IRAN     8,IRAN,MIDDLE EAST,20-283-255-7036,HOUSEHOLD
8253,Customer#000008253,DpTR7vChltnYq5ZHAGF1ycTs,CHINA    2,CHINA,ASIA,28-907-351-5857,HOUSEHOLD
8254,Customer#000008254,I4WbB4nj65cEf,MOROCCO  8,MOROCCO,AFRICA,25-815-237-8305,MACHINERY
8255,Customer#000008255,n4Y8hbn4t6fqz WFm2fXbG,MOROCCO  6,MOROCCO,AFRICA,25-124-856-3746,AUTOMOBILE
8256,Customer#000008256,jb9fe5bT,JAPAN    9,JAPAN,ASIA,22-621-660-9618,MACHINERY
8257,Customer#000008257,13ofePo0PCGk,ROMANIA  3,ROMANIA,EUROPE,29-995-135-6450,FURNITURE
8258,Customer#000008258,98TBr7HytZJAM003jD,JORDAN   0,JORDAN,MIDDLE EAST,23-392-902-5178,BUILDING
8259,Customer#000008259,zTESd5f3oi3jKUEN,JAPAN    8,JAPAN,ASIA,22-839-444-3537,MACHINERY
8260,Customer#000008260,9fAqi ,VIETNAM  4,VIETNAM,ASIA,31-179-241-9414,FURNITURE
8261,Customer#000008261,"K d,sqMH5sMvA",ARGENTINA4,ARGENTINA,AMERICA,11-771-807-1362,MACHINERY
8262,Customer#000008262,ii0QNzw4uYs51Nzu5XVzZi1,INDIA    2,INDIA,ASIA,18-446-352-2835,BUILDING
8263,Customer#000008263,KLEVFHuZHg5nIbjp98,UNITED KI4,UNITED KINGDOM,EUROPE,33-892-873-8938,HOUSEHOLD
8264,Customer#000008264,UIVQQw5IeyJs0y3AZSznTm,GERMANY  1,GERMANY,EUROPE,17-424-266-4789,AUTOMOBILE
8265,Customer#000008265,j7eQEp vdnakgtoh0uC,UNITED KI9,UNITED KINGDOM,EUROPE,33-590-362-3236,BUILDING
8266,Customer#000008266,9y5TxiNbQfLT3FnNQHyByHwI,ETHIOPIA 3,ETHIOPIA,AFRICA,15-116-100-1347,FURNITURE
8267,Customer#000008267,z90ww09c7PV9h5crV2sWI501,MOROCCO  2,MOROCCO,AFRICA,25-103-256-2230,AUTOMOBILE
8268,Customer#000008268,"8Ro,tpHJlMM1fp",GERMANY  2,GERMANY,EUROPE,17-962-683-6338,AUTOMOBILE
8269,Customer#000008269,twQO2rA,ALGERIA  0,ALGERIA,AFRICA,10-868-894-8459,FURNITURE
8270,Customer#000008270,QxgTLA9AX5K,KENYA    5,KENYA,AFRICA,24-547-546-8802,HOUSEHOLD
8271,Customer#000008271,"g2sIh5sjtOCePrk,gGLki",FRANCE   9,FRANCE,EUROPE,16-311-395-2744,MACHINERY
8272,Customer#000008272,ByUDQdnIu7h,UNITED ST4,UNITED STATES,AMERICA,34-132-498-5994,HOUSEHOLD
8273,Customer#000008273,"z1kRw1lA4nfHPBPn6gn,k7",IRAQ     7,IRAQ,MIDDLE EAST,21-578-942-1246,FURNITURE
8274,Customer#000008274,"uUfst,P,iAVoPSvJDU",RUSSIA   5,RUSSIA,EUROPE,32-945-623-1584,AUTOMOBILE
8275,Customer#000008275,4qkZUGa,MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-251-548-9953,AUTOMOBILE
8276,Customer#000008276,"NwJla,2",UNITED ST8,UNITED STATES,AMERICA,34-282-807-4827,MACHINERY
8277,Customer#000008277,7eplf1,UNITED KI3,UNITED KINGDOM,EUROPE,33-253-409-5361,BUILDING
8278,Customer#000008278,QT9xiicGG0GfDrd,JAPAN    6,JAPAN,ASIA,22-989-842-3131,FURNITURE
8279,Customer#000008279,5K6ETgZRCNC3nl1wUPpg9,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-717-638-3946,HOUSEHOLD
8280,Customer#000008280,6kCiz3XeiI2oZg,FRANCE   7,FRANCE,EUROPE,16-260-676-9103,MACHINERY
8281,Customer#000008281,kRXDoKLr3FVssKGowJoTCQ,BRAZIL   9,BRAZIL,AMERICA,12-987-720-3676,MACHINERY
8282,Customer#000008282,HvtQMn5LkepTfvGL9A3r,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-192-209-7690,FURNITURE
8283,Customer#000008283,nCXXnaV4i6Z 4,CANADA   6,CANADA,AMERICA,13-334-518-7603,AUTOMOBILE
8284,Customer#000008284,aBEdDUxBBoxQ,ROMANIA  1,ROMANIA,EUROPE,29-538-100-7321,FURNITURE
8285,Customer#000008285,E9OgIRaFDmmp6qf10,IRAN     8,IRAN,MIDDLE EAST,20-436-889-7046,BUILDING
8286,Customer#000008286,xNpgIgo  JBPvd5,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-831-797-3182,BUILDING
8287,Customer#000008287,"6l3ZL7,psSkXf",EGYPT    5,EGYPT,MIDDLE EAST,14-253-544-3686,HOUSEHOLD
8288,Customer#000008288,CxUspZXE6P,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-762-878-7072,AUTOMOBILE
8289,Customer#000008289,O4IiSxu8WgQe6Ko2O,PERU     5,PERU,AMERICA,27-484-408-7412,MACHINERY
8290,Customer#000008290,rUmYfc228V keejnxViX1,CHINA    2,CHINA,ASIA,28-695-155-5951,HOUSEHOLD
8291,Customer#000008291,aWHIpROzLLXd5cwB9,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-959-818-2271,AUTOMOBILE
8292,Customer#000008292,p9e12o84FeHPOy8Ezjn,CHINA    1,CHINA,ASIA,28-691-806-4386,MACHINERY
8293,Customer#000008293,z9WGJ7B9,INDONESIA8,INDONESIA,ASIA,19-888-554-5726,AUTOMOBILE
8294,Customer#000008294,dJUqKdUlH1HbzEzgslmP9pK,GERMANY  9,GERMANY,EUROPE,17-899-285-2413,MACHINERY
8295,Customer#000008295,QPvMfYIHsfahqzUuij72Wbp,EGYPT    5,EGYPT,MIDDLE EAST,14-315-444-4968,HOUSEHOLD
8296,Customer#000008296,ilpOnOq 1V,INDIA    5,INDIA,ASIA,18-192-497-2443,BUILDING
8297,Customer#000008297,sKneiLa,ARGENTINA0,ARGENTINA,AMERICA,11-924-880-7912,MACHINERY
8298,Customer#000008298,9lVt4Y,EGYPT    8,EGYPT,MIDDLE EAST,14-105-988-6276,FURNITURE
8299,Customer#000008299,j2ytWT8dl8dWl,UNITED ST3,UNITED STATES,AMERICA,34-787-153-9841,AUTOMOBILE
8300,Customer#000008300,P47jx0T1CxYcqtgX80crlXGT,BRAZIL   4,BRAZIL,AMERICA,12-480-200-5647,HOUSEHOLD
8301,Customer#000008301,lLcM2Nz,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-832-922-3608,BUILDING
8302,Customer#000008302,wvQgeLEzfC4gHrBipK1NBHp,INDONESIA0,INDONESIA,ASIA,19-206-713-2431,HOUSEHOLD
8303,Customer#000008303,7vC4cl3ttgS nTBAVjSs4,KENYA    1,KENYA,AFRICA,24-190-446-7616,FURNITURE
8304,Customer#000008304,Q6dpcJxX0KvnXmxliX,ARGENTINA6,ARGENTINA,AMERICA,11-577-174-7103,HOUSEHOLD
8305,Customer#000008305,Zom7BZfT8kpfHGCY,CANADA   5,CANADA,AMERICA,13-492-388-9398,BUILDING
8306,Customer#000008306,eWkdqBieNxM1T6c,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-503-801-4849,HOUSEHOLD
8307,Customer#000008307,vlaf fahz9KXmKcMP,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-805-119-8822,HOUSEHOLD
8308,Customer#000008308,X1A1qY,IRAQ     7,IRAQ,MIDDLE EAST,21-489-114-8926,MACHINERY
8309,Customer#000008309,wgTOnmPQVTbN6b e,CHINA    2,CHINA,ASIA,28-710-331-2130,FURNITURE
8310,Customer#000008310,ASx7f Paf2xuMyt1H7KmzH,GERMANY  6,GERMANY,EUROPE,17-712-545-2733,AUTOMOBILE
8311,Customer#000008311,"6bI0l43,mHsFZ680",UNITED ST3,UNITED STATES,AMERICA,34-929-826-7896,BUILDING
8312,Customer#000008312,KLe8kWKwsYkLcs,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-687-132-5590,MACHINERY
8313,Customer#000008313,GSXgoiN2xbUK yi,KENYA    4,KENYA,AFRICA,24-663-230-3895,BUILDING
8314,Customer#000008314,G P LSWbFlXkl UZhM,GERMANY  2,GERMANY,EUROPE,17-697-559-7299,MACHINERY
8315,Customer#000008315,RCPN7cEdpO3WZdylq776D,RUSSIA   8,RUSSIA,EUROPE,32-850-886-9364,BUILDING
8316,Customer#000008316,46T3Bxi104CzCixnuWhw,INDIA    5,INDIA,ASIA,18-877-947-3947,FURNITURE
8317,Customer#000008317,"eLd,L2hOPD",JORDAN   1,JORDAN,MIDDLE EAST,23-170-188-9290,MACHINERY
8318,Customer#000008318,zZh9QF94goEE,PERU     0,PERU,AMERICA,27-711-430-2469,AUTOMOBILE
8319,Customer#000008319,BmGPiMWV 7IjCLLtNDyJa,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-388-926-5672,AUTOMOBILE
8320,Customer#000008320,QAARpEUO9e1rBsN6b2JP,UNITED ST3,UNITED STATES,AMERICA,34-250-204-7548,AUTOMOBILE
8321,Customer#000008321,IU FfzTI0RsxwhRqKJOK,IRAQ     6,IRAQ,MIDDLE EAST,21-193-140-9965,HOUSEHOLD
8322,Customer#000008322,"hAW4TI9WVmLVO3c,G9S",IRAQ     9,IRAQ,MIDDLE EAST,21-494-510-5814,MACHINERY
8323,Customer#000008323,Y5XDWQj3YWj,ROMANIA  1,ROMANIA,EUROPE,29-491-796-9570,MACHINERY
8324,Customer#000008324,",co1DO9YV1kSphxLHf",MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-625-783-8457,HOUSEHOLD
8325,Customer#000008325,bZ30272ZiurVsw7,ETHIOPIA 7,ETHIOPIA,AFRICA,15-890-885-8664,FURNITURE
8326,Customer#000008326,Fnrw1GpxOFl6w,IRAQ     7,IRAQ,MIDDLE EAST,21-641-215-3103,BUILDING
8327,Customer#000008327,"4l9v,,iZacFVIIlsr9Qoj",CHINA    1,CHINA,ASIA,28-593-344-7683,BUILDING
8328,Customer#000008328,Hq7arxgN,ETHIOPIA 0,ETHIOPIA,AFRICA,15-803-682-2214,BUILDING
8330,Customer#000008330,zbMlAf iBSdh,GERMANY  1,GERMANY,EUROPE,17-432-458-8678,HOUSEHOLD
8331,Customer#000008331,ivq Rez,INDONESIA5,INDONESIA,ASIA,19-895-632-7967,MACHINERY
8332,Customer#000008332,"3HUOJaGxN,hlgEI",SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-845-335-2539,AUTOMOBILE
8333,Customer#000008333,V7yVeXJanIDGI,EGYPT    5,EGYPT,MIDDLE EAST,14-475-737-7242,BUILDING
8334,Customer#000008334,0YRXE4xe3ISYdpFvdMy4xk,ARGENTINA1,ARGENTINA,AMERICA,11-148-510-2972,HOUSEHOLD
8335,Customer#000008335,x0yoyYzTaoLpFbiRP,IRAQ     3,IRAQ,MIDDLE EAST,21-689-751-6190,BUILDING
8336,Customer#000008336,"m,4Krjzn7Db",BRAZIL   9,BRAZIL,AMERICA,12-378-623-5103,MACHINERY
8337,Customer#000008337,zpBVjc,UNITED KI0,UNITED KINGDOM,EUROPE,33-916-771-6750,FURNITURE
8338,Customer#000008338,cLkEZQvX8m18d77wgR7Qv,INDIA    7,INDIA,ASIA,18-921-664-6540,FURNITURE
8339,Customer#000008339,HXNawO8w9OkQE,MOROCCO  7,MOROCCO,AFRICA,25-410-364-2482,FURNITURE
8340,Customer#000008340,hT8AY0VOZzPv5M3JrCqfFHwE,BRAZIL   5,BRAZIL,AMERICA,12-727-934-6306,BUILDING
8341,Customer#000008341,"bdWp9,m0bSTJnbG0gq5Sk z",ARGENTINA2,ARGENTINA,AMERICA,11-997-797-3115,HOUSEHOLD
8342,Customer#000008342,JMODDIY8Q,CANADA   4,CANADA,AMERICA,13-955-226-5559,MACHINERY
8343,Customer#000008343,"GKSjNJKbk0ZsyoPzcE,",VIETNAM  1,VIETNAM,ASIA,31-331-200-4718,AUTOMOBILE
8344,Customer#000008344,tvihyi25fFCrrOtdv,JAPAN    4,JAPAN,ASIA,22-831-475-8476,HOUSEHOLD
8345,Customer#000008345,NLNX1MxFR,CHINA    8,CHINA,ASIA,28-342-893-6284,FURNITURE
8346,Customer#000008346,7O61kDvqwJ6 Fd2cDH iJgL3,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-447-418-2923,HOUSEHOLD
8347,Customer#000008347,"nB96xVAU2mTikyjdoE,oc",INDONESIA7,INDONESIA,ASIA,19-223-996-6241,FURNITURE
8348,Customer#000008348,yeQs8nnYtbyL1uD37OvAL,CHINA    0,CHINA,ASIA,28-559-998-3039,HOUSEHOLD
8349,Customer#000008349,"8dHxyIRGvYAxHQb9nD,",FRANCE   2,FRANCE,EUROPE,16-328-660-5757,HOUSEHOLD
8350,Customer#000008350,yuSVG8gRZKk76pxHpGk520E,RUSSIA   6,RUSSIA,EUROPE,32-371-179-4162,FURNITURE
8351,Customer#000008351,AF4GY4pb,CANADA   9,CANADA,AMERICA,13-468-816-6693,BUILDING
8352,Customer#000008352,M8XjToKzlX,CHINA    7,CHINA,ASIA,28-836-649-3584,FURNITURE
8353,Customer#000008353,1iBiisI73i5UItMQTGZNTeqS,ALGERIA  7,ALGERIA,AFRICA,10-186-271-5645,BUILDING
8354,Customer#000008354,"C,khBiEdwgPnkv",MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-193-794-4902,MACHINERY
8355,Customer#000008355,rCU4arWxR,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-958-987-3247,MACHINERY
8356,Customer#000008356,05R b3utQ,FRANCE   3,FRANCE,EUROPE,16-722-613-4849,HOUSEHOLD
8357,Customer#000008357,9WXwp8LhvsD2TJpabVZ,MOROCCO  2,MOROCCO,AFRICA,25-266-517-4120,AUTOMOBILE
8358,Customer#000008358,inV3HniUjSv76,ALGERIA  9,ALGERIA,AFRICA,10-666-192-3963,HOUSEHOLD
8359,Customer#000008359,oQyOSrCN01xAeHR,MOROCCO  3,MOROCCO,AFRICA,25-874-784-6120,AUTOMOBILE
8360,Customer#000008360,BDNcxhn3,FRANCE   6,FRANCE,EUROPE,16-184-780-7557,MACHINERY
8361,Customer#000008361,Cm7LM956rii Lp9g6,IRAQ     0,IRAQ,MIDDLE EAST,21-192-253-5624,BUILDING
8362,Customer#000008362,x0JLK6Xa2zyjH6fI,ROMANIA  0,ROMANIA,EUROPE,29-660-462-9638,BUILDING
8363,Customer#000008363,hfRVXmR U1jfWWRiSK1OF0,JAPAN    7,JAPAN,ASIA,22-554-249-9940,FURNITURE
8364,Customer#000008364,xcRH7d1jcizAzmrs2qr0,VIETNAM  1,VIETNAM,ASIA,31-594-921-1737,MACHINERY
8365,Customer#000008365,51sbilIvFUqvXH6BNr15t,ETHIOPIA 7,ETHIOPIA,AFRICA,15-850-178-9839,MACHINERY
8366,Customer#000008366,ef 7 WNrYZrDteSLWz7,KENYA    7,KENYA,AFRICA,24-809-516-1434,MACHINERY
8367,Customer#000008367,AOMVm ,JORDAN   7,JORDAN,MIDDLE EAST,23-980-717-5351,MACHINERY
8368,Customer#000008368,DPMMk0vOis3Oiee0RrF,ETHIOPIA 3,ETHIOPIA,AFRICA,15-734-107-1013,FURNITURE
8369,Customer#000008369,XF3zEO72pQCff,ALGERIA  9,ALGERIA,AFRICA,10-964-760-9127,BUILDING
8370,Customer#000008370,UDgazSoznrZeoe6z83ZErQV,EGYPT    4,EGYPT,MIDDLE EAST,14-491-223-1711,BUILDING
8371,Customer#000008371,JeTBJEMyTzVitP,GERMANY  8,GERMANY,EUROPE,17-642-815-7742,MACHINERY
8372,Customer#000008372,P5SHhj2qS,ARGENTINA1,ARGENTINA,AMERICA,11-942-976-1080,BUILDING
8373,Customer#000008373,FpHpP6g,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-538-170-5344,MACHINERY
8374,Customer#000008374,3ZvyG9vwUL7sl2e4f9,BRAZIL   0,BRAZIL,AMERICA,12-506-351-6742,FURNITURE
8375,Customer#000008375,3LQXzTLv7ZS4wBy,CANADA   4,CANADA,AMERICA,13-359-327-9018,HOUSEHOLD
8376,Customer#000008376,3y0lOsJLZhXvOITeY,JAPAN    2,JAPAN,ASIA,22-451-319-1322,HOUSEHOLD
8377,Customer#000008377,v If1sb885TOQrpCJ,IRAQ     6,IRAQ,MIDDLE EAST,21-550-454-5996,BUILDING
8378,Customer#000008378,3KhAwZ2tk,CANADA   3,CANADA,AMERICA,13-353-671-9266,FURNITURE
8379,Customer#000008379,HUWP41vHuEIk,PERU     9,PERU,AMERICA,27-465-633-3703,BUILDING
8380,Customer#000008380,q6rEqwc,CHINA    1,CHINA,ASIA,28-499-772-1855,HOUSEHOLD
8381,Customer#000008381,7kbg8wegbgGmgiW8OQ4SbJ,ALGERIA  7,ALGERIA,AFRICA,10-215-739-2165,AUTOMOBILE
8382,Customer#000008382,WzmUFYNPjWRFNdjDQjQaUP,ALGERIA  2,ALGERIA,AFRICA,10-256-274-6303,MACHINERY
8383,Customer#000008383,l2jIITUbyi97c fJKEDDpHO,CHINA    8,CHINA,ASIA,28-433-220-9651,FURNITURE
8384,Customer#000008384,vP3jLi,PERU     0,PERU,AMERICA,27-277-334-3221,MACHINERY
8385,Customer#000008385,xd TtqiqIM8jricoRYZVXkm ,ARGENTINA2,ARGENTINA,AMERICA,11-716-460-3652,BUILDING
8386,Customer#000008386,XPzYWTR,MOROCCO  6,MOROCCO,AFRICA,25-174-188-9371,AUTOMOBILE
8387,Customer#000008387,mXfR2zZMkPG4ygYTQVz0A,PERU     5,PERU,AMERICA,27-229-731-8543,AUTOMOBILE
8388,Customer#000008388,8zEV8as7QxOeR,ARGENTINA8,ARGENTINA,AMERICA,11-885-437-8288,FURNITURE
8389,Customer#000008389,CekmziH9qULwdC2Cyjd7zZA,FRANCE   2,FRANCE,EUROPE,16-966-896-1360,MACHINERY
8390,Customer#000008390,IZ7kdKRzWv9NW4iT1KKdkQ,JORDAN   0,JORDAN,MIDDLE EAST,23-577-618-1664,MACHINERY
8391,Customer#000008391,cW8Mri5Lu5d5W e8Vln21,IRAQ     2,IRAQ,MIDDLE EAST,21-471-913-9082,BUILDING
8392,Customer#000008392,"Yiqa1zjC,kIV0Gdur",SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-918-552-2358,HOUSEHOLD
8393,Customer#000008393,y2wlhAlWgAjSye0myEAGQoWZ,JAPAN    5,JAPAN,ASIA,22-537-108-1181,FURNITURE
8394,Customer#000008394,wwzEgYoJGgIwtza4vSqB A,BRAZIL   6,BRAZIL,AMERICA,12-385-750-5339,HOUSEHOLD
8395,Customer#000008395,GtSYsW5,INDIA    9,INDIA,ASIA,18-492-965-1999,HOUSEHOLD
8396,Customer#000008396,tEcqfAxsKDsiUG3CZohXJNA,UNITED ST2,UNITED STATES,AMERICA,34-313-748-7324,HOUSEHOLD
8397,Customer#000008397,gZ4OfaXSuJt5oPIGw1xlmD,INDONESIA8,INDONESIA,ASIA,19-841-291-8775,AUTOMOBILE
8398,Customer#000008398,pKTvllVAIDDSWZsQ dsjv5,BRAZIL   6,BRAZIL,AMERICA,12-720-758-2014,FURNITURE
8399,Customer#000008399,"kG,DZHh9F,J,7FkqOJp",PERU     3,PERU,AMERICA,27-338-579-9794,FURNITURE
8400,Customer#000008400,M1cLUE CBt1b,CANADA   1,CANADA,AMERICA,13-254-714-7669,HOUSEHOLD
8401,Customer#000008401,1WJKPP,PERU     8,PERU,AMERICA,27-369-333-8066,BUILDING
8402,Customer#000008402,vCmQRHMu6,ROMANIA  5,ROMANIA,EUROPE,29-683-948-7904,AUTOMOBILE
8403,Customer#000008403,"7VcH1J7LMZ85,jWzMsq",KENYA    9,KENYA,AFRICA,24-624-523-3056,FURNITURE
8404,Customer#000008404,vtYucOkcumveHRi lgoogmhF,KENYA    2,KENYA,AFRICA,24-126-489-5882,AUTOMOBILE
